Season,Episode,Speaker,To,Line,Location
1,1,Mark,Mark,"Great idea Mark. Humiliate your best mate just to. I mean why didn't we just play Othello? Oh I'd love to bang her. Just buckle down, do your time like Leslie Grantham.",Kitchen
1,1,Mark,Jeremy,"Hey Jez, you're up.",Kitchen
1,1,Jeremy,Mark,Yes that's right. I'm up.,Kitchen
1,1,Mark,Jeremy,"I'm making chicken tikka. Plus, I've bought us lots of great stuff: Dune on DVD, Bakewell slices, gin and Sara Lee. Plus, I was thinking, you know that thirty quid you owe me? Let's call it quits, yeah? I mean not quits, but you know. I'm just really, really, really, really sorry Jeremy. Cos it was only a balls up. I ballsed up, and now we're fine. This'll be ready in a minute and we can eat it in front of Hitler's Henchmen.",Kitchen
1,1,Mark,Mark,Maybe he doesn't mind. Maybe nobody minds about things as much as me.,Kitchen
1,1,Jeremy,Mark,Yeah,Kitchen
1,1,Mark,Jeremy,And listen. You know Kerry? Cancer Kerry?,Kitchen
1,1,Jeremy,Mark,Yeah,Kitchen
1,1,Mark,Jeremy,I need to find out for a friend the name of that Chinese doctor she was raving about. Can you remember?,Kitchen
1,1,Jeremy,Mark,Sure. It was Dr Ying Fu Yip... Wang Shong Pang... Fang Wang Dang Dong Ning Po Ku.,Kitchen
1,1,Mark,Jeremy,"Oh right. I see, I get it. You were lampooning me. It was a simple lampoon.",Kitchen
1,1,Super Hans,Jeremy,Hey Jez. What's up man?,Pub
1,1,Jeremy,Super Hans,Super Hans!,Pub
1,1,Super Hans,Others,"Pint of Guinness please, no logo on the foam.",Pub
1,1,Jeremy,Super Hans,No logo on the foam?,Pub
1,1,Super Hans,Jeremy,"You don't buy into all that one, do ya? What the old ""Ooh, I've got a clover in me foam. I'm so important."" No, what you're doing there is you're drinking an advert. Ain't ya? Eh? Shithead. Thank you. So, you got our track?",Pub
1,1,Jeremy,Super Hans,"No, I've been thinking, I'm not sure. I think maybe it's shit.",Pub
1,1,Super Hans,Jeremy,"Woah! Hold it cowboy, rewind, what's shit? The track's shit? Jez, the track's the shit.",Pub
1,1,Jeremy,Super Hans,It's just I found Mark laughing at it.,Pub
1,1,Super Hans,Jeremy,"What, so Mr, fucking, Ocean Colour Pants don't get it. Well quelle fucking surprise.",Pub
1,1,Jeremy,Super Hans,"Plus, he was doing it in front of Toni.",Pub
1,1,Super Hans,Jeremy,"Mate, you gotta get some rewengay. He broke omertÃ .",Pub
1,1,Jeremy,Super Hans,You think?,Pub
1,1,Super Hans,Jeremy,"Listen, the whole industry's run by suits like your mate.",Pub
1,1,Jeremy,Super Hans,Do you think that's why we haven't got a deal yet?,Pub
1,1,Super Hans,Jeremy,"Of course it is. They're all a bunch of Marks, ain't they? Sitting behind on their big marble desks, ties done up to eleven, clicking their fingers to the fucking Lighthouse Family, getting their dicks sucked by a big Alsatian dog.",Pub
1,1,Jeremy,Super Hans,Yeah?,Pub
1,1,Super Hans,Jeremy,"They're all perverts mate. All in with each other. It's not who you know, it's who you blow.",Pub
1,1,Jeremy,Super Hans,Right.,Pub
1,1,Mark,Mark,Why shouldn't I go for Toni? So she scares me. You can have good relationship with someone that scares you. Look at me and dad.,Outside
1,1,Mark,Mark,"Oh shit. Relax, relax, it's OK, you're not a paedo. You're just a normal human being walking past some simple children.",Outside
1,1,Mark,Boys,Hi there.,Outside
1,1,Boys,Mark,"Hey look, it's clean shirt!",Outside
1,1,Mark,Mark,Clean shirt? What does that mean? Isn't that good?,Outside
1,1,Boys,Mark,How do you get that shirt so clean mate?,Outside
1,1,Mark,Mark,You can handle it. Use the power of reason.,Outside
1,1,Mark,Boys,"Look, I know it must be difficult being a kid, not a lot of schemes, but you know, I'm not the borough. I wish I was but.",Outside
1,1,Boys,Mark,Fuck off clean shirt!,Outside
1,1,Mark,Boys,I'm just a man. Can't we just. Hey! No! Ow! Don't kick my bum! Stop it!,Outside
1,1,Mark,Mark,"Me and Toni, Toni and me. When his kooky charm starts to cloy I'll be right there. Fuck buddy number two. Yeah right, wait for the crumbs to fall while my nuts slowly shrivel. Actually I hope they do shrivel, they're getting disturbingly",Mark's Room
1,1,Jeremy,Mark,What's the matter? I thought you liked pork.,Mark's Room
1,1,Mark,Jeremy,But how did? What does it mean?,Mark's Room
1,1,Jeremy,Mark,It means omertÃ . It means rewengay.,Mark's Room
1,1,Mark,Jeremy,"Look, I'm sorry, OK? I'm sorry I humiliated you in front of Toni.",Mark's Room
1,1,Jeremy,Mark,"Don't think I can't see you Mark, trying to get a slice of my action because Sophie the office girl won't put out.",Mark's Room
1,1,Mark,Jeremy,"Oh right, the gloves are off are they? Well, perhaps it's best you do know what I think of your music.",Mark's Room
1,1,Jeremy,Mark,"Well let's have some more truth shall we? Yeah, yeah? Cause the truth is, you're a posh spaz!",Mark's Room
1,1,Mark,Jeremy,"Oh really, well I'd love to know in what way I am a posh spaz.",Mark's Room
1,1,Jeremy,Mark,In the way you're always doing posh spazzy things like tidying up and ironing your socks.,Mark's Room
1,1,Mark,Jeremy,I do not iron my socks!,Mark's Room
1,1,Jeremy,Mark,"Socks, shirts, whatever!",Mark's Room
1,1,Mark,Mark,"I'm going to the party and I'll get her in the end. I have the power of the brain, the most erotic muscle. The longbow beats the crossbow my idiotic friend.",Kitchen
1,1,Mark,Jeremy,"Hey! Look, just lay off. That's my bit of lager!",Kitchen
1,1,Jeremy,Mark,"Oh, I get it. Are you going to do me in?",Kitchen
1,1,Mark,Jeremy,Don't be ridiculous.,Kitchen
1,1,Jeremy,Mark,Are you going to punch me Mark? Is that it? Is that what's going to happen?,Kitchen
1,1,Mark,Jeremy,"You just... you... you're lucky I don't... you're just very, very lucky.",Kitchen
1,1,Jeremy,Mark,"You're an animal, Corrigan. You have to keep your tie done up to eleven otherwise all this grey, ugly, office envy sludge will just spill out and drown you! And you've got weird nuts!",Kitchen
1,1,Mark,Jeremy,What? How did you?,Kitchen
1,1,Jeremy,Mark,"If you're going to watch the TV in your dressing gown, you might want to put some pants on.",Kitchen
1,1,Mark,Jeremy,So I'm glad we cleared the air.,Apollo House
1,1,Jeremy,Mark,Me too.,Apollo House
1,1,Mark,Jeremy,"I feel better, much better. Like a weight has been lifted.",Apollo House
1,1,Jeremy,Mark,Me too. That's exactly how I feel.,Apollo House
1,1,Toni,Jeremy,"Hey, hey, hey! It's the guys, come on in.",Apollo House
1,1,Jeremy,Toni,"So, Toni's friends. Who, what, why, where?",Toni's Flat
1,1,Toni,Jeremy,"Well that's the fun. I don't know anyone, these are our neighbours.",Toni's Flat
1,1,Mark,Toni,Neighbours?,Toni's Flat
1,1,Toni,Mark,"Why? Did you think I was going to invite my friends? I'll tell you, you find out who your real friends are when you set fire to Hampton Court Maze because you can't take any more of your husband's shit.",Toni's Flat
1,1,Mark,Toni,"Yeah, well its great to know your neighbours, I mean not just from a home security point of view but also",Toni's Flat
1,1,Toni,Mark,"Right, exactly. So, drinks?",Toni's Flat
1,1,Jeremy,Toni,Wicked.,Toni's Flat
1,1,Jeremy,Jeremy,"If I laugh at everything she says, I'm bound to at least get a suck job.",Toni's Flat
1,1,Mark,Mark,"Maybe I should forget it, leave her to him. Concentrate on the long game. Work on a six pack by Christmas then make, Why should I? We really had something going when we were laughing at Jeremy! Oh too late, they're bonding.",Toni's Flat
1,1,Toni,Jeremy,What's so funny? It's only a fridge magnet.,Toni's Flat
1,1,Jeremy,Toni,I know but it looks just like a fried egg.,Toni's Flat
1,1,Mark,Mark,"Ha ha, twot.",Toni's Flat
1,1,Paula,Jeremy,"Yeah, but if I pull out now, that's the deposit gone.",Toni's Flat
1,1,Jeremy,Paula,"Right, nightmare.",Toni's Flat
1,1,Paula,Jeremy,On the other hand...,Toni's Flat
1,1,Jeremy,Jeremy,"Jesus, how did I get trapped with her? She's definitely the most boring person here. I mean they look great, they're probably talking about how they're going to make a real life porn movie with a proper story and everything. I could do the music.",Toni's Flat
1,1,Jeremy,Paula,So where do you live in the building?,Toni's Flat
1,1,Paula,Jeremy,"Oh I don't live here, I'm Toni's sister.",Toni's Flat
1,1,Jeremy,Paula,"Oh, OK, and what do you do?",Toni's Flat
1,1,Paula,Jeremy,I work in the music business.,Toni's Flat
1,1,Jeremy,Paula,You do? Well that's amazing! That's just really amazing!,Toni's Flat
1,1,Toni,Others,"Everyone writes down someone famous, we swap, put them on our foreheads and you work out who we are by asking questions. It's really really funny because you... anyway lets just play.",Toni's Flat
1,1,Jeremy,Jeremy,"Heh-heh, yeah this is it. Paula's gonna love this. Very Iggy.",Toni's Flat
1,1,Toni,Jeremy,"No, no, no Jez, when you're finished just drop your Rizla in the bowl.",Toni's Flat
1,1,Jeremy,Toni,"Oh well, could I do mine again then?",Toni's Flat
1,1,Mark,Jeremy,"We're not playing for points, mate.",Toni's Flat
1,1,Barry,Jeremy,"Come on, just drop it in old chap.",Toni's Flat
1,1,Toni,Mark,I give up.,Toni's Flat
1,1,Mark,Toni,"No! Don't! Go on, this one's mine!",Toni's Flat
1,1,Toni,Mark,Tim Henman?,Toni's Flat
1,1,Mark,Toni,"Yeah, how did you know?",Toni's Flat
1,1,Toni,Jeremy,"Hey Jeremy, have you worked out your...?",Toni's Flat
1,1,Jeremy,Toni,"Don't even go there, it is literally impossible. Turns out I was just someone's secretary!",Toni's Flat
1,1,Mark,Jeremy,"The Home Secretary, Jeremy. You're the Home Secretary.",Toni's Flat
1,1,Jeremy,Mark,"Yeah, right whatever. We're just popping next door.",Toni's Flat
1,1,Mark,Jeremy,You're going next door?,Toni's Flat
1,1,Mark,Mark,The coast is clear. The coast is clear!,Toni's Flat
1,1,Jeremy,Mark,"That's right, yeah. I'm taking Paula back to listen to my work. She seems like someone who'd appreciate a good track when she heard it.",Toni's Flat
1,1,Toni,Paula,"Cool, don't do anything I wouldn't do sis! Which leaves a hell of a lot of leeway!",Toni's Flat
1,1,Mark,Mark,I am in here. Sis? Sister! Shit!,Toni's Flat
1,1,Mark,Jeremy,Excuse me. Jez? Can I have a word?,Toni's Flat
1,1,Jeremy,Mark,"Yes, that's right, I'm going. The coast is clear. I don't expect you'll get very far but by all means have a pop at the champ.",Toni's Flat
1,1,Mark,Jeremy,"I though I better tell you, Paula, she's... she has cancer.",Toni's Flat
1,1,Jeremy,Mark,What? Are you serious?,Toni's Flat
1,1,Mark,Jeremy,I just thought I'd better mention it. You don't wanna drop a clanger.,Toni's Flat
1,1,Jeremy,Mark,"No, right.",Toni's Flat
1,1,Others,Jeremy,Is it Jamie Oliver?,Toni's Flat
1,1,Jeremy,Others,"Look, you're a cockmuncher, OK?",Toni's Flat
1,1,Jeremy,Jeremy,"Of course, you can't catch cancer. I mean, I'd have heard. Someone would've said.",Jez's Room
1,1,Paula,Jeremy,"Yeah OK, I think I've heard enough. Yeah, it's OK.",Jez's Room
1,1,Jeremy,Paula,Do you really think so?,Jez's Room
1,1,Jeremy,Jeremy,What kind? Blood? Bone? Knee? Face?,Jez's Room
1,1,Paula,Jeremy,"Yeah, I mean I like it.",Jez's Room
1,1,Jeremy,Paula,Great! I mean... that's great!,Jez's Room
1,1,Paula,Jeremy,"Listen, I'm guessing you didn't invite me round to your room just to listen to some tape. Right?",Jez's Room
1,1,Jeremy,Jeremy,"Shit. Of course, it's who you blow.",Jez's Room
1,1,Jeremy,Paula,"No, no, sure. I know the rules. Yeah. Let's get it on, baby.",Jez's Room
1,1,Toni,Mark,"Barry, that guy is one serious power tripper. He was all over my Rizla game!",Toni's Flat
1,1,Mark,Mark,"OK Mark, you asked for it, now you got it. She's looking for a fuck buddy, gotta change gears. Sauce things up.",Toni's Flat
1,1,Toni,Mark,"He just so ""Yah, take the A304"" I mean ""Yes, we can see your hairy chest, and no, we're not impressed.""",Toni's Flat
1,1,Mark,Toni,"Yeah so Jeremy tells me you two watched a porno together. You know, I'd be into",Toni's Flat
1,1,Toni,Mark,That wasn't a porno. That was The English Patient.,Toni's Flat
1,1,Mark,Mark,"Ha! What an idiotic boob. He's out, I'm in. Now, what's my shtick? Yeah.",Toni's Flat
1,1,Mark,Toni,"You know, the Red Army shot sixteen thousand of their own men at Stalingrad.",Toni's Flat
1,1,Toni,Mark,OK.,Toni's Flat
1,1,Mark,Toni,"And of course, the majority of the Wehrmacht had no winter clothing. ",Toni's Flat
1,1,Mark,Mark,I'm the tank commander now Barry.,Toni's Flat
1,1,Toni,Mark,"Well I know how they feel. You know, you buy classic but classic keeps changing.",Toni's Flat
1,1,Mark,Toni,"See, by the winter of '42, the whole city was surrounded by the massed 6th army. It was pressing and pressing. The Russians couldn't hold on much longer. Many wanted to submit...",Toni's Flat
1,1,Toni,Mark,"Mark, you know I just don't bang anyone, yeah. I'm not some kind of next-door fuck jar.",Toni's Flat
1,1,Mark,Toni,"No, no, of course not, what I mean is that the German supply lines were stretched, Zhukov countered and the siege was broken. And that's the story of Stalingrad.",Toni's Flat
1,1,Jeremy,Jeremy,"You're a sunshine coach, bringing a last smile to",Jez's Room
1,1,Jeremy,Paula,"Urgh, if we've got to do this, do you mind keeping the hat on? It's just... sorry.",Jez's Room
1,1,Paula,Jeremy,"We don't have to do anything, Jeremy.",Jez's Room
1,1,Jeremy,Paula,No?,Jez's Room
1,1,Paula,Jeremy,No.,Jez's Room
1,1,Jeremy,Paula,"I don't mind. I'd just rather not. We could take Polaroids of me, you know, all excited and you could take them away or something. I am very keen to sort you out, so to speak.",Jez's Room
1,1,Mark,Mark,"That was embarrassing. Not a fuck jar. Don't dwell, no need to dwell. Think charming, considerate.",Toni's Flat
1,1,Mark,Toni,"So your sister, she looks great considering...",Toni's Flat
1,1,Toni,Mark,Considering what? Considering she doesn't have any dress sense?,Toni's Flat
1,1,Mark,Toni,"No, no, you know, the whole thing. The leukaemia.",Toni's Flat
1,1,Toni,Mark,"Oh no that's not Paula. Paula's my half-sister. No, Paula's doing fine, apart from her idea of a birthday present is a bunch of CD singles. And yes, I do know you get them for free.",Toni's Flat
1,1,Barry,Toni,"Toni, we're dry. I was thinking someone should run to the offy before it shuts.",Toni's Flat
1,1,Mark,Mark,The second front. I can win on the second front.,Toni's Flat
1,1,Mark,Mark,"This is so perfect. I'm gonna be the knight on horseback with an armful of booze and enough nachos to feed the Mexican army. Oh shit. Shit. Fuck off! Why don't you fuck the fuck off? Just run the gauntlet, the little bastards will... It's gonna shut as well.",Outside
1,1,Mark,Others,"Uh, excuse me, mate? Sorry to bother you, this is a bit embarrassing really but you couldn't possibly buy me a couple bottles of wine, Pinot Grigio maybe?",Outside
1,1,Boys,Mark,"Oi! Look, it's that paedo! Haha paedo!",Outside
1,1,Jeremy,Paula,"But on the song, do you really like it?",Jez's Room
1,1,Paula,Jeremy,Yeah. I mean it's hard to get that excited about.,Jez's Room
1,1,Jeremy,Paula,"Yeah, I guess you're not in the right frame of mind to... ",Jez's Room
1,1,Jeremy,Jeremy,"Don't go on about it, Jesus.",Jez's Room
1,1,Paula,Jeremy,I mean are you going to do any more work on it?,Jez's Room
1,1,Jeremy,Jeremy,How much time has she got?,Jez's Room
1,1,Jeremy,Paula,"Maybe. I mean, how long are you planning to stay in your job?",Jez's Room
1,1,Paula,Jeremy,"You know, as long as I last.",Jez's Room
1,1,Jeremy,Paula,"Right. Look, should you be doing that?",Jez's Room
1,1,Paula,Jeremy,"Probably not, but you know, fuck it.",Jez's Room
1,1,Jeremy,Paula,"Jesus. You know, I do think you're brave. I just think you're very, very brave.",Jez's Room
1,1,Paula,Jeremy,"I make my decisions, I stick by them. Everybody said you couldn't market acid jazz to the over 30s and I was like ""Fuck that shit!""",Jez's Room
1,1,Jeremy,Paula,"Listen to you, you beautiful crazy thing. I meant... the cancer.",Jez's Room
1,1,Paula,Jeremy,I'm sorry? Which cancer?,Jez's Room
1,1,Jeremy,Paula,The bloody cancer eating you away!,Jez's Room
1,1,Paula,Jeremy,"OK, would you like it if I did have cancer?",Jez's Room
1,1,Mark,Mark,I bet Zhukov would've got some booze. Oh!,Toni's Flat
1,1,Barry,Mark,"Oh, you're back. I think it's winding down a bit now actually, mate.",Toni's Flat
1,1,Mark,Mark,Bastard.,Toni's Flat
1,1,Jeremy,Mark,Oh yeah! Very funny! I suppose you think cancer is this huge enormous practical joke!,Toni's Flat
1,1,Mark,Jeremy,"What? Oh Jeremy, I'm so sorry. I thought...",Toni's Flat
1,1,Jeremy,Mark,"No, no you're quite the guy. Certainly not the kind of sicko to ruin someone's music career by suggesting that certain other people have cancer! What joke is next? Hey Jez, your mum's dead! Ba-boom! Bloody hilarious!",Toni's Flat
1,1,Toni,Jeremy,What's going on?,Toni's Flat
1,1,Mark,Toni,I accidentally told him Paula had cancer.,Toni's Flat
1,1,Toni,Jeremy,"Jeremy, Mark got it wrong. He thought Paula was ill, she's not. It was a mistake.",Toni's Flat
1,1,Jeremy,Toni,I'm sure if Kerry was here she'd be rolling round the floor except she couldn't cause she's head to toe in acupuncture needles.,Toni's Flat
1,1,Mark,Jeremy,"Hey! Listen mate, I made a mistake. It was you who wouldn't give the name of the doctor for Toni's sister.",Toni's Flat
1,1,Paula,Mark,He wouldn't give the name for Sal?,Toni's Flat
1,1,Jeremy,Paula,What's the big deal? So I didn't give him the number for Dr Tang. She's got leukaemia. Sticking a few needles in her face at fifty quid a pop is not going to fix that.,Toni's Flat
1,1,Barry,Mark,"OK, I think it's time for you boys to fuck off now, hmm?",Toni's Flat
1,1,Mark,Sophie,"Yeah, well really really nice to catch up, Soph. See you tomorrow?",Bus
1,1,Sophie,Mark,Tomorrow.,Bus
1,1,Mark,Sophie,Great,Bus
1,1,Mark,Mark,"Yes, that's the way. Sophie's the one. Toni's Russia - vast, mysterious, unconquerable. Sophie's Poland - manageable, won't put up too much of a fight. Shit. Oh shit. OK. You want some, do you? Do you want a taste of my steel?",Outside
1,2,Mark,Mark,"I wonder what kind of socks Sophie wears. Do women wear socks? Well, yes, sometimes is the answer to that. Socks before or after trousers, but never socks before pants, that's the rule. Makes a man look scary, like a chicken.",Mark's Room
1,2,Mark,Mark,He just does not give one solitary shit.,Mark's Room
1,2,Jeremy,Jeremy,"Yeah, take that, big Suze. Your toilet-seat regime is over. Ah, freedom.",Bathroom
1,2,Mark,Mark,"Brown for first course, white for pudding. Brown is savoury, white's the treat. 'Course I'm the one who's laughing because I actually love brown toast.",Kitchen
1,2,Jeremy,Jeremy,There he is.,Kitchen
1,2,Mark,Jeremy,Dr. J!,Kitchen
1,2,Jeremy,Mark,"Good morning, Mark.",Kitchen
1,2,Mark,Jeremy,Sorry I didn't manage to hook up with you and Super Hans last night...,Kitchen
1,2,Jeremy,Jeremy,"Wedge of ballast, then bed again.",Kitchen
1,2,Mark,Jeremy,"then Barbara pops up with ""Is the Birbeck file ready yet?""",Kitchen
1,2,Jeremy,Jeremy,It's a bit like the crusher in Star Wars but red hot. What if Mum and Dad were trapped in one and I had a big hook I could swing down to rescue one of them. Who would I pick?,Kitchen
1,2,Mark,Jeremy,"I didn't get a chance to tell you the good news. Yeah, there's a vacancy going for a clerical assistant and I've managed to swing you an interview.",Kitchen
1,2,Jeremy,Mark,Uh-huh.,Kitchen
1,2,Jeremy,Jeremy,"Clerical assistant? I can't be a clerical assistant. I'm a musician. You wouldn't ask the Chemical Brothers to do your laundry for you, they'd be off their tits.",Kitchen
1,2,Mark,Jeremy,So is tomorrow at eleven all right?,Kitchen
1,2,Jeremy,Mark,"Tomorrow at eleven. Yeah, sure. I'll set the video.",Kitchen
1,2,Mark,Jeremy,"It's a damn good company and it'll be the two of us together, Jez and Mez, the El Dude Brothers.",Living Room
1,2,Jeremy,Mark,"Mm-hmm, it's just the music, it's really starting to hot up.",Living Room
1,2,Mark,Jeremy,"You know how much I respect your music, it's just",Living Room
1,2,Jeremy,Mark,"Super Hans said he's come up with a bass loop for our new track that is so good that when he tried turning it off, he literally couldn't. He actually physically couldn't do it.",Living Room
1,2,Mark,Jeremy,"I'm on your side. Every artist needs his patron but, you know, there's a limit.",Living Room
1,2,Jeremy,Mark,Oh. The rent.,Living Room
1,2,Mark,Jeremy,"I'm not some kind of land baron trying to milk his cash cow, it's just",Living Room
1,2,Jeremy,Mark,"Don't worry, you'll get your milk. This track's a banker.",Living Room
1,2,Jeremy,Mark,Everybody needs their Somethin' Stupid.,Living Room
1,2,Mark,Jeremy,Sorry?,Living Room
1,2,Jeremy,Mark,"The guy who wrote that, he's probably up to his neck in penny loafers and blue pool tables.",Living Room
1,2,Mark,Jeremy,Right?,Living Room
1,2,Jeremy,Mark,"Blimey, what's God up to?",Living Room
1,2,Mark,Jeremy,"But listen Jeremy, just in case the song doesn't work out, maybe you'd better fill this out and fax it over by three.",Living Room
1,2,Jeremy,Mark,Mmm.,Living Room
1,2,Mark,Jeremy,"Think about it. And have a great day, yeah? See you tonight.",Living Room
1,2,Jeremy,Mark,"Uh yeah, cool. Have a good one.",Living Room
1,2,Mark,Jeremy,"You, too, mate.",Living Room
1,2,Jeremy,Mark,"Bye, mate.",Living Room
1,2,Mark,Mark,Work-shy freeloader.,Living Room
1,2,Jeremy,Jeremy,"Tight-fisted cock-muncher. Maybe next time I have breakfast, he'll make me sit a fucking exam.",Living Room
1,2,Mark,Mark,I wonder what Sophie's flirty cartoon will be today. I really should ask her out for lunch.,JLB
1,2,Mark,Others,Can you hold that?,JLB
1,2,Mark,Mark,You bastard.,JLB
1,2,Mark,Others,Thanks. Third floor?,JLB
1,2,Mark,Mark,"I mean, what's the worst that could happen? She could say no. Actually, that would be terrible. It would destroy me if she said no.",JLB
1,2,Mark,Others,"There is a notice, you know, about only riding the lift to the first floor. You're wasting mine and other people's time, not to mention",JLB
1,2,Mark,Others,"Oh. Uh, OK.",JLB
